test,arch,platform,passed,status,extra_args,handler,handler_time,ram_size,rom_size
tests/kernel/mem_protect/stack_random/kernel.memory_protection.stack_random,arm,atsamr21_xpro,True,,,na,,22181,19529
tests/kernel/mem_protect/stackprot/kernel.memory_protection.stackprot,arm,atsamr21_xpro,True,,,na,,25793,22941
tests/kernel/mem_protect/sys_sem/kernel.memory_protection.sys_sem.nouser,arm,atsamr21_xpro,True,,,na,,27383,24683
tests/kernel/mem_protect/syscalls/kernel.memory_protection.syscalls,arm,atsamr21_xpro,True,,,na,,0,0
tests/kernel/mem_slab/mslab/kernel.memory_slabs.api.test,arm,atsamr21_xpro,True,,,na,,25609,20877
tests/kernel/mem_slab/mslab_api/kernel.memory_slabs.api,arm,atsamr21_xpro,True,,,na,,21173,21505
tests/kernel/mem_slab/mslab_concept/kernel.memory_slabs.concept,arm,atsamr21_xpro,True,,,na,,23001,20733
tests/kernel/mem_slab/mslab_threadsafe/kernel.memory_slabs.threadsafe,arm,atsamr21_xpro,True,,,na,,22821,19437
tests/kernel/mp/kernel.multiprocessing,arm,atsamr21_xpro,True,,,na,,0,0
tests/kernel/msgq/msgq_api/kernel.message_queue,arm,atsamr21_xpro,True,,,na,,28881,27549
tests/kernel/mutex/mutex_api/kernel.mutex,arm,atsamr21_xpro,True,,,na,,22741,22309
tests/kernel/mutex/sys_mutex/sys.mutex,arm,atsamr21_xpro,True,,,na,,0,0
tests/kernel/mutex/sys_mutex/sys.mutex.nouser,arm,atsamr21_xpro,True,,,na,,27567,24195
tests/kernel/obj_tracing/kernel.object_tracing,arm,atsamr21_xpro,True,,,na,,38624,26672
tests/kernel/pending/kernel.pending,arm,atsamr21_xpro,True,,,na,,30769,27397
tests/kernel/pipe/pipe/kernel.pipe,arm,atsamr21_xpro,True,,,na,,28726,29195
tests/kernel/pipe/pipe_api/kernel.pipe.api,arm,atsamr21_xpro,True,,,na,,32175,29895
tests/kernel/poll/kernel.poll,arm,atsamr21_xpro,True,,,na,,33429,32841
tests/kernel/profiling/profiling_api/kernel.profiling,arm,atsamr21_xpro,True,,,na,,27309,23794
tests/kernel/queue/kernel.queue,arm,atsamr21_xpro,True,,,na,,28619,26547
tests/kernel/queue/kernel.queue.poll,arm,atsamr21_xpro,True,,"CONF_FILE=""prj_poll.conf""",na,,30787,29195
tests/kernel/sched/deadline/kernel.sched.deadline,arm,atsamr21_xpro,True,,,na,,24217,20517
tests/kernel/sched/metairq/kernel.sched.metairq,arm,atsamr21_xpro,True,,,na,,24525,20657
tests/kernel/sched/preempt/kernel.sched.preempt,arm,atsamr21_xpro,True,,,na,,26365,22289
tests/kernel/semaphore/semaphore/kernel.semaphore,arm,atsamr21_xpro,True,,,na,,34665,30985
tests/kernel/sleep/kernel.timing,arm,atsamr21_xpro,True,,,na,,23066,22350
tests/kernel/smp/kernel.multiprocessing.smp,arm,atsamr21_xpro,True,,,na,,0,0
tests/kernel/spinlock/kernel.multiprocessing.spinlock,arm,atsamr21_xpro,True,,,na,,0,0
tests/kernel/stack/stack/kernel.stack.usage,arm,atsamr21_xpro,True,,,na,,25785,24633
tests/kernel/threads/dynamic_thread/kernel.threads.dynamic,arm,atsamr21_xpro,True,,,na,,0,0
tests/kernel/threads/no-multithreading/kernel.threads.no-multithreading,arm,atsamr21_xpro,True,,,na,,12236,12064
tests/kernel/threads/thread_apis/kernel.threads.apis,arm,atsamr21_xpro,True,,,na,,33265,32733
tests/kernel/threads/thread_init/kernel.threads.init,arm,atsamr21_xpro,True,,,na,,22575,19707
tests/kernel/tickless/tickless/kernel.tickless,arm,atsamr21_xpro,True,,,na,,0,0
tests/kernel/tickless/tickless_concept/kernel.tickless.concept,arm,atsamr21_xpro,True,,,na,,23481,20429
tests/kernel/timer/starve/kernel.timer.starve,arm,atsamr21_xpro,True,,,na,,23039,22639
tests/kernel/timer/timer_api/kernel.timer,arm,atsamr21_xpro,True,,,na,,27429,28065
tests/kernel/timer/timer_api/kernel.timer.tickless,arm,atsamr21_xpro,True,,"CONF_FILE=""prj_tickless.conf""",na,,27517,28157
tests/kernel/timer/timer_monotonic/kernel.timer.monotonic,arm,atsamr21_xpro,True,,,na,,20429,20009
tests/kernel/workq/work_queue/kernel.workqueue,arm,atsamr21_xpro,True,,,na,,33809,33277
tests/kernel/workq/work_queue_api/kernel.workqueue.api,arm,atsamr21_xpro,True,,,na,,35261,33969
tests/kernel/xip/arch.common.xip,arm,atsamr21_xpro,True,,,na,,18921,18173
tests/lib/c_lib/libraries.libc,arm,atsamr21_xpro,True,,,na,,20950,21736
tests/lib/fdtable/libraries.os.fdtable,arm,atsamr21_xpro,True,,,na,,23109,21921
tests/lib/json/libraries.encoding.json,arm,atsamr21_xpro,True,,,na,,25923,30591
tests/lib/mem_alloc/libraries.libc.minimal.mem_alloc,arm,atsamr21_xpro,True,,CONF_FILE=prj.conf,na,,25091,24965
tests/lib/mem_alloc/libraries.libc.newlib,arm,atsamr21_xpro,True,,CONF_FILE=prj_newlib.conf,na,,21253,20829
tests/lib/ringbuffer/libraries.data_structures,arm,atsamr21_xpro,True,,,na,,24480,25195
tests/lib/sprintf/libraries.libc.sprintf,arm,atsamr21_xpro,True,,,na,,24443,27295
tests/misc/test_build/test_debug,arm,atsamr21_xpro,True,,CONF_FILE=debug.conf,na,,22962,20946
tests/net/buf/net.buf,arm,atsamr21_xpro,True,,,na,,34291,27091
tests/portability/cmsis_rtos_v1/portability.cmsis_rtos_v1,arm,atsamr21_xpro,True,,,na,,50549,46673
tests/portability/cmsis_rtos_v2/portability.cmsis_rtos_v2,arm,atsamr21_xpro,True,,,na,,69163,62275
tests/shell/shell,arm,atsamr21_xpro,True,,,na,,40893,43205
tests/subsys/debug/tracing/tracing.openocd,arm,atsamr21_xpro,True,,,na,,16468,11248
tests/subsys/logging/log_core/logging.log_core,arm,atsamr21_xpro,True,,,na,,26118,21115
tests/subsys/logging/log_list/logging.log_list,arm,atsamr21_xpro,True,,,na,,30726,28943
tests/subsys/logging/log_msg/logging.log_msg,arm,atsamr21_xpro,True,,,na,,32536,31697
tests/subsys/logging/log_output/logging.log_output,arm,atsamr21_xpro,True,,,na,,31404,29049
tests/subsys/shell/shell_history/shell.history,arm,atsamr21_xpro,True,,,na,,39925,39749
tests/subsys/usb/bos/usb.bos,arm,atsamr21_xpro,True,,,na,,30395,28758
tests/subsys/usb/desc_sections/usb.desc_sections,arm,atsamr21_xpro,True,,,na,,31295,31458
tests/subsys/usb/device/usb.device,arm,atsamr21_xpro,True,,,na,,31574,32834
tests/ztest/base/testing.ztest.verbose_0,arm,atsamr21_xpro,True,,CONF_FILE=prj_verbose_0.conf,na,,18911,18155
tests/ztest/base/testing.ztest.verbose_1,arm,atsamr21_xpro,True,,CONF_FILE=prj_verbose_1.conf,na,,19137,18549
tests/ztest/base/testing.ztest.verbose_2,arm,atsamr21_xpro,True,,CONF_FILE=prj_verbose_2.conf,na,,19149,18601
tests/ztest/custom_output/testing.ztest.customized_output,arm,atsamr21_xpro,True,,CONF_FILE=prj_customized_output.conf,na,,18925,17977
tests/ztest/custom_output/testing.ztest.regular_output,arm,atsamr21_xpro,True,,,na,,18897,18029
samples/application_development/external_lib/sample.app_dev.external_lib,arm,b_l072z_lrwan1,True,,,na,,15962,13094
samples/basic/blinky/sample.blinky,arm,b_l072z_lrwan1,True,,,na,,13946,11042
samples/basic/button/sample.button,arm,b_l072z_lrwan1,True,,,na,,14082,11238
samples/basic/threads/sample.threads,arm,b_l072z_lrwan1,True,,,na,,25072,20576
samples/cpp_synchronization/sample.cpp_syncronisation,arm,b_l072z_lrwan1,True,,,na,,17470,12530
samples/display/grove_display/sample.display.grove_display,arm,b_l072z_lrwan1,True,,,na,,16630,13794
samples/drivers/crypto/sample.driver.crypto.mbedtls,arm,b_l072z_lrwan1,True,,CONF_FILE=prj_mtls_shim.conf,na,,40204,45509
samples/drivers/crypto/sample.driver.crypto.mbedtls.micro,arm,b_l072z_lrwan1,True,,,na,,30688,28533
samples/drivers/current_sensing/sample.driver.current_sensing,arm,b_l072z_lrwan1,True,,,na,,14954,12170
samples/drivers/entropy/sample.driver.entropy,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/drivers/gpio/sample.driver.gpio,arm,b_l072z_lrwan1,True,,,na,,14162,11394
samples/drivers/i2c_fujitsu_fram/sample.driver.i2c_fujitsu_fram,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/drivers/led_apa102c_bitbang/sample.driver.led_apa102c_bitbang,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/drivers/spi_flash/sample.driver.spi_flash,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/drivers/spi_flash/sample.driver.spi_flash_dpd,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/drivers/spi_fujitsu_fram/sample.driver.spi_fujitsu_fram,arm,b_l072z_lrwan1,True,,,na,,18238,14006
samples/hello_world/sample.helloworld,arm,b_l072z_lrwan1,True,,,na,,13050,10178
samples/mpu/mpu_test/sample.mpu.mpu_test,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/nfc/nfc_hello/sample.nfc.hello,arm,b_l072z_lrwan1,True,,,na,,17538,14214
samples/philosophers/sample.philosopher,arm,b_l072z_lrwan1,True,,-DDEBUG_PRINTF=1,na,,26972,21088
samples/philosophers/sample.philosopher.coop_only,arm,b_l072z_lrwan1,True,,-DDEBUG_PRINTF=1,na,,25884,20044
samples/philosophers/sample.philosopher.fifos,arm,b_l072z_lrwan1,True,,-DDEBUG_PRINTF=1 -DFORKS=FIFOS,na,,26972,21088
samples/philosophers/sample.philosopher.lifos,arm,b_l072z_lrwan1,True,,-DDEBUG_PRINTF=1 -DFORKS=LIFOS,na,,26972,21088
samples/philosophers/sample.philosopher.preempt_only,arm,b_l072z_lrwan1,True,,-DDEBUG_PRINTF=1,na,,26964,21072
samples/philosophers/sample.philosopher.same_prio,arm,b_l072z_lrwan1,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,26972,21088
samples/philosophers/sample.philosopher.semaphores,arm,b_l072z_lrwan1,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,26972,21088
samples/philosophers/sample.philosopher.stacks,arm,b_l072z_lrwan1,True,,-DDEBUG_PRINTF=1 -DFORKS=STACKS,na,,26972,21088
samples/philosophers/sample.philosopher.static,arm,b_l072z_lrwan1,True,,-DDEBUG_PRINTF=1 -DSTATIC_OBJS=1,na,,26972,21088
samples/sensor/ams_iAQcore/sample.iAQcore,arm,b_l072z_lrwan1,True,,,na,,15880,13104
samples/sensor/bmg160/sample.sensor.bmg160,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/sensor/bmm150/sample.sensor.bmm150,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/sensor/ens210/sample.ens210,arm,b_l072z_lrwan1,True,,,na,,16434,13670
samples/sensor/hmc5883l/sample.sensor.hmc5883l,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/sensor/magn_polling/sample.sensor.magn_polling,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/sensor/max44009/sample.sensor.max44009,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/sensor/mcp9808/sample.sensor.mcp9808,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/sensor/sx9500/sample.sensor.sx9500,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/sensor/th02/sample.sensor.th02,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/sensor/thermometer/sample.sensor.thermometer,arm,b_l072z_lrwan1,True,,,na,,19834,17126
samples/sensor/tmp112/sample.sensor.tmp112,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/subsys/console/echo/sample.subsys.console.echo,arm,b_l072z_lrwan1,True,,,na,,15892,12520
samples/subsys/console/getchar/sample.subsys.console.getchar,arm,b_l072z_lrwan1,True,,,na,,15204,12272
samples/subsys/console/getline/sample.subsys.console.getline,arm,b_l072z_lrwan1,True,,,na,,17120,13974
samples/subsys/logging/logger/samples.logger,arm,b_l072z_lrwan1,True,,,na,,29033,23846
samples/subsys/logging/logger/samples.logger.rtt,arm,b_l072z_lrwan1,True,,,na,,31459,25114
samples/subsys/logging/logger/samples.logger.usermode,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module.minimal,arm,b_l072z_lrwan1,True,,"CONF_FILE=""prj_minimal.conf""",na,,26452,22574
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module.minimal_rtt,arm,b_l072z_lrwan1,True,,"CONF_FILE=""prj_minimal_rtt.conf""",na,,28796,23764
samples/synchronization/sample.synchronization,arm,b_l072z_lrwan1,True,,,na,,16848,11772
samples/testing/integration/section.subsection,arm,b_l072z_lrwan1,True,,,na,,19137,18185
samples/userspace/prod_consumer/sample.userspace.prod_consumer,arm,b_l072z_lrwan1,True,,,na,,0,0
samples/userspace/shared_mem/sample.kernel.memory_protection.shared_mem,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/application_development/cpp/misc.app_dev.cpp,arm,b_l072z_lrwan1,True,,,na,,23115,21519
tests/application_development/gen_inc_file/buildsystem.include_file,arm,b_l072z_lrwan1,True,,,na,,20615,20415
tests/application_development/libcxx/misc.app_dev.libcxx,arm,b_l072z_lrwan1,True,,,na,,48475,51639
tests/application_development/libcxx/misc.app_dev.libcxx.exceptions,arm,b_l072z_lrwan1,True,,,na,,48535,51699
tests/arch/arm/arm_interrupt/arch.interrupt.arm,arm,b_l072z_lrwan1,True,,,na,,19777,19317
tests/arch/arm/arm_interrupt/arch.interrupt.no_optimizations,arm,b_l072z_lrwan1,True,,,na,,43467,44911
tests/arch/arm/arm_irq_vector_table/arch.interrupt.arm.irq_vector_table,arm,b_l072z_lrwan1,True,,,na,,19189,18521
tests/arch/arm/arm_ramfunc/arch.ramfunc,arm,b_l072z_lrwan1,True,,,na,,19463,19143
tests/arch/arm/arm_runtime_nmi/arch.interrupt.arm.nmi,arm,b_l072z_lrwan1,True,,,na,,20923,20215
tests/arch/arm/arm_thread_swap/arch.arm.swap.common,arm,b_l072z_lrwan1,True,,,na,,22504,21643
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.fp_sharing,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.fp_sharing.no_optimizations,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.no_optimizations,arm,b_l072z_lrwan1,True,,,na,,45824,46819
tests/arch/arm/arm_zero_latency_irqs/arch.zero_latency_interrupts,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/benchmarks/boot_time/benchmark.boot_time,arm,b_l072z_lrwan1,True,,,na,,15006,13002
tests/benchmarks/latency_measure/benchmark.latency,arm,b_l072z_lrwan1,True,,,na,,28180,21992
tests/benchmarks/sched/benchmark.scheduler,arm,b_l072z_lrwan1,True,,,na,,15736,11756
tests/benchmarks/timing_info/benchmark.timing.default_kernel,arm,b_l072z_lrwan1,True,,,na,,30936,25380
tests/benchmarks/timing_info/benchmark.timing.userspace,arm,b_l072z_lrwan1,True,,CONF_FILE=prj_userspace.conf,na,,0,0
tests/crypto/rand32/crypto.rand32,arm,b_l072z_lrwan1,True,,,na,,19897,19301
tests/crypto/rand32/crypto.rand32.random_ctr_drbg,arm,b_l072z_lrwan1,True,,CONF_FILE=prj_ctr_drbg.conf,na,,0,0
tests/crypto/rand32/crypto.rand32.random_hw_xoroshiro,arm,b_l072z_lrwan1,True,,CONF_FILE=prj_hw_random_xoroshiro.conf,na,,0,0
tests/crypto/rand32/crypto.rand32.random_sw_systimer,arm,b_l072z_lrwan1,True,,CONF_FILE=prj_sw_random_systimer.conf,na,,19897,19301
tests/drivers/build_all/test_clock,arm,b_l072z_lrwan1,True,,,na,,16804,16056
tests/drivers/entropy/api/peripheral.entropy,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/drivers/gpio/gpio_basic_api/peripheral.gpio,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/drivers/i2c/i2c_api/peripheral.i2c,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/drivers/ipm/peripheral.mailbox,arm,b_l072z_lrwan1,True,,,na,,23350,23022
tests/drivers/pinmux/pinmux_basic_api/peripheral.pinmux,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/drivers/spi/spi_loopback/peripheral.spi,arm,b_l072z_lrwan1,True,,,na,,29392,29239
tests/drivers/uart/uart_async_api/peripheral.uart_async_api,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/drivers/uart/uart_basic_api/peripheral.uart,arm,b_l072z_lrwan1,True,,,na,,21575,21281
tests/drivers/uart/uart_basic_api/peripheral.uart.poll,arm,b_l072z_lrwan1,True,,CONF_FILE=prj_poll.conf,na,,21575,21281
tests/drivers/uart/uart_basic_api/peripheral.uart.shell,arm,b_l072z_lrwan1,True,,CONF_FILE=prj_shell.conf,na,,41294,42834
tests/kernel/context/kernel.context,arm,b_l072z_lrwan1,True,,,na,,32427,28767
tests/kernel/critical/kernel.critical,arm,b_l072z_lrwan1,True,,,na,,27359,23559
tests/kernel/critical/kernel.critical.sam,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/kernel/early_sleep/kernel.sleep,arm,b_l072z_lrwan1,True,,,na,,22354,21622
tests/kernel/fatal/kernel.common.stack_protection,arm,b_l072z_lrwan1,True,,CONF_FILE=prj.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_protection_arm_fp_sharing,arm,b_l072z_lrwan1,True,,CONF_FILE=prj_arm_fp_sharing.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_protection_armv8m_mpu_stack_guard,arm,b_l072z_lrwan1,True,,CONF_FILE=prj_armv8m_mpu_stack_guard.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_protection_no_userspace,arm,b_l072z_lrwan1,True,,CONF_FILE=protection_no_userspace.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_sentinel,arm,b_l072z_lrwan1,True,,CONF_FILE=sentinel.conf,na,,22993,20769
tests/kernel/fifo/fifo_api/kernel.fifo,arm,b_l072z_lrwan1,True,,,na,,27923,26507
tests/kernel/fifo/fifo_api/kernel.fifo.poll,arm,b_l072z_lrwan1,True,,"CONF_FILE=""prj_poll.conf""",na,,30083,29147
tests/kernel/fifo/fifo_usage/kernel.fifo.usage,arm,b_l072z_lrwan1,True,,,na,,24759,23247
tests/kernel/fifo/fifo_usage/kernel.fifo.usage.poll,arm,b_l072z_lrwan1,True,,"CONF_FILE=""prj_poll.conf""",na,,26947,25923
tests/kernel/fp_sharing/float_disable/kernel.fp_sharing.float_disable.arm,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/kernel/fp_sharing/generic/kernel.fp_sharing,arm,b_l072z_lrwan1,True,,PI_NUM_ITERATIONS=70000,na,,0,0
tests/kernel/fp_sharing/generic/kernel.fp_sharing.arc,arm,b_l072z_lrwan1,True,,PI_NUM_ITERATIONS=500,na,,0,0
tests/kernel/gen_isr_table/arch.interrupt.gen_isr_table,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/kernel/interrupt/arch.interrupt,arm,b_l072z_lrwan1,True,,,na,,21595,21679
tests/kernel/lifo/lifo_api/kernel.lifo,arm,b_l072z_lrwan1,True,,,na,,25093,23573
tests/kernel/mbox/mbox_api/kernel.mailbox.api,arm,b_l072z_lrwan1,True,,,na,,33452,29955
tests/kernel/mbox/mbox_usage/kernel.mailbox.usage,arm,b_l072z_lrwan1,True,,,na,,23778,21693
tests/kernel/mem_heap/mheap_api_concept/kernel.memory_heap,arm,b_l072z_lrwan1,True,,,na,,22865,22333
tests/kernel/mem_pool/mem_pool_api/kernel.memory_pool.api,arm,b_l072z_lrwan1,True,,,na,,24565,23437
tests/kernel/mem_pool/mem_pool_concept/kernel.memory_pool.concept,arm,b_l072z_lrwan1,True,,,na,,26607,24579
tests/kernel/mem_pool/mem_pool_threadsafe/kernel.memory_pool.threadsafe,arm,b_l072z_lrwan1,True,,,na,,24823,21251
tests/kernel/mem_protect/obj_validation/kernel.memory_protection.obj_validation,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/kernel/mem_protect/protection/kernel.memory_protection.protection,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/kernel/mem_protect/stack_random/kernel.memory_protection.stack_random,arm,b_l072z_lrwan1,True,,,na,,22583,19871
tests/kernel/mem_protect/stackprot/kernel.memory_protection.stackprot,arm,b_l072z_lrwan1,True,,,na,,26297,23385
tests/kernel/mem_protect/sys_sem/kernel.memory_protection.sys_sem.nouser,arm,b_l072z_lrwan1,True,,,na,,28185,25425
tests/kernel/mem_protect/syscalls/kernel.memory_protection.syscalls,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/kernel/mem_slab/mslab/kernel.memory_slabs.api.test,arm,b_l072z_lrwan1,True,,,na,,26011,21219
tests/kernel/mem_slab/mslab_api/kernel.memory_slabs.api,arm,b_l072z_lrwan1,True,,,na,,21975,22247
tests/kernel/mem_slab/mslab_concept/kernel.memory_slabs.concept,arm,b_l072z_lrwan1,True,,,na,,23803,21475
tests/kernel/mem_slab/mslab_threadsafe/kernel.memory_slabs.threadsafe,arm,b_l072z_lrwan1,True,,,na,,23211,19767
tests/kernel/mp/kernel.multiprocessing,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/kernel/msgq/msgq_api/kernel.message_queue,arm,b_l072z_lrwan1,True,,,na,,29683,28291
tests/kernel/mutex/mutex_api/kernel.mutex,arm,b_l072z_lrwan1,True,,,na,,23543,23051
tests/kernel/mutex/sys_mutex/sys.mutex.nouser,arm,b_l072z_lrwan1,True,,,na,,28369,24937
tests/kernel/pending/kernel.pending,arm,b_l072z_lrwan1,True,,,na,,31571,28139
tests/kernel/pipe/pipe/kernel.pipe,arm,b_l072z_lrwan1,True,,,na,,29128,29537
tests/kernel/pipe/pipe_api/kernel.pipe.api,arm,b_l072z_lrwan1,True,,,na,,32977,30637
tests/kernel/poll/kernel.poll,arm,b_l072z_lrwan1,True,,,na,,34231,33583
tests/kernel/profiling/profiling_api/kernel.profiling,arm,b_l072z_lrwan1,True,,,na,,28111,24536
tests/kernel/queue/kernel.queue,arm,b_l072z_lrwan1,True,,,na,,29421,27285
tests/kernel/queue/kernel.queue.poll,arm,b_l072z_lrwan1,True,,"CONF_FILE=""prj_poll.conf""",na,,31589,29933
tests/kernel/sched/deadline/kernel.sched.deadline,arm,b_l072z_lrwan1,True,,,na,,25019,21259
tests/kernel/sched/metairq/kernel.sched.metairq,arm,b_l072z_lrwan1,True,,,na,,25327,21399
tests/kernel/sched/preempt/kernel.sched.preempt,arm,b_l072z_lrwan1,True,,,na,,27167,23031
tests/kernel/sleep/kernel.timing,arm,b_l072z_lrwan1,True,,,na,,23868,23088
tests/kernel/smp/kernel.multiprocessing.smp,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/kernel/spinlock/kernel.multiprocessing.spinlock,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/kernel/stack/stack/kernel.stack.usage,arm,b_l072z_lrwan1,True,,,na,,26587,25375
tests/kernel/threads/dynamic_thread/kernel.threads.dynamic,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/kernel/threads/no-multithreading/kernel.threads.no-multithreading,arm,b_l072z_lrwan1,True,,,na,,12638,12406
tests/kernel/threads/thread_apis/kernel.threads.apis,arm,b_l072z_lrwan1,True,,,na,,34067,33475
tests/kernel/threads/thread_init/kernel.threads.init,arm,b_l072z_lrwan1,True,,,na,,23377,20449
tests/kernel/tickless/tickless/kernel.tickless,arm,b_l072z_lrwan1,True,,,na,,0,0
tests/kernel/tickless/tickless_concept/kernel.tickless.concept,arm,b_l072z_lrwan1,True,,,na,,24283,21171
tests/kernel/timer/starve/kernel.timer.starve,arm,b_l072z_lrwan1,True,,,na,,23841,23381
tests/kernel/timer/timer_api/kernel.timer,arm,b_l072z_lrwan1,True,,,na,,28181,28757
tests/kernel/timer/timer_api/kernel.timer.tickless,arm,b_l072z_lrwan1,True,,"CONF_FILE=""prj_tickless.conf""",na,,28269,28849
tests/kernel/timer/timer_monotonic/kernel.timer.monotonic,arm,b_l072z_lrwan1,True,,,na,,21231,20751
tests/kernel/workq/work_queue/kernel.workqueue,arm,b_l072z_lrwan1,True,,,na,,34611,34019
tests/kernel/workq/work_queue_api/kernel.workqueue.api,arm,b_l072z_lrwan1,True,,,na,,36063,34711
tests/kernel/xip/arch.common.xip,arm,b_l072z_lrwan1,True,,,na,,19323,18511
tests/lib/c_lib/libraries.libc,arm,b_l072z_lrwan1,True,,,na,,21352,22074
tests/lib/fdtable/libraries.os.fdtable,arm,b_l072z_lrwan1,True,,,na,,23511,22259
